"Флемоклав Солютаб таблетки 625 мг, 20 шт.",Аптека Фармленд №946ул.Жукова д.3/1  ,427.37,2
"Флемоклав Солютаб таблетки 625 мг, 20 шт.",Фармленд №500ул.Менделеева д.128/3,427.37,3
"Флемоклав Солютаб таблетки 625 мг, 20 шт.",Фармленд №86ул.Батырская д.6,427.37,1
"Флемоклав Солютаб таблетки 625 мг, 20 шт.","Фармленд №231 ул. К. Маркса, 44",428.22,2
"Флемоклав Солютаб таблетки 625 мг, 20 шт.",Фармленд №24ул.Рыльского д.13,428.22,1
"Флемоклав Солютаб таблетки 625 мг, 20 шт.","Фармленд №175 ул. С. Перовской, 52/2",429.72,2
"Флемоклав Солютаб таблетки 625 мг, 20 шт.","Фармленд №103ул. А. Королева, 2",432.94,1
"Флемоклав Солютаб таблетки 625 мг, 20 шт.",Фармленд №205ул.Ахметова д.297,439.19,3
"Аугментин таблетки 375 мг, 20 шт.",Фармленд №205ул.Ахметова д.297,246.39,2
"Аугментин таблетки 375 мг, 20 шт.",Фармленд №205ул.Ахметова д.297,247.69,1
"Флемоклав Солютаб таблетки 625 мг, 20 шт.",Фармленд №350ул.Дагестанская д.21  ,439.19,6
"Флемоклав Солютаб таблетки 625 мг, 20 шт.","Доктор СтолетовУфа, улица Энтузиастов, 20",483.0,1
"Флемоклав Солютаб таблетки 625 мг, 20 шт.","Доктор СтолетовУфа, улица Маршала Жукова, 37",484.0,1
"Аугментин таблетки 375 мг, 20 шт.","Фармленд №300ул. Шафиева, 28",247.68,2
"Аугментин ЕС 600мг+42,9 мг 5 мл фл",Фармленд №350ул.Дагестанская д.21  ,531.52,10
"Аугментин порошок для приготовления суспензии для приема внутрь 125 мг + 31,25 мг/5 мл",Фармленд №350ул.Дагестанская д.21  ,142.87,1
"Аугментин ЕС 600мг+42,9 мг 5 мл фл",Фармленд №500ул.Менделеева д.128/3,531.52,10
"Аугментин ЕС 600мг+42,9 мг 5 мл фл",Фармленд №500ул.Менделеева д.128/3,516.03,1
"Аугментин ЕС 600мг+42,9 мг 5 мл фл",Фармленд №256пр-кт Октября д.106 ,544.75,5
Амоксициллин капс. 500мг №16,"Фармленд №300ул. Шафиева, 28",69.84,10
